#chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	reserved	blockCount	blockSizes	chromStarts	name2	_cdsStartStat	_cdsEndStat	_exonFrames	type	geneName	geneName2	geneType	description
chr9	1515374	1634909	XM_063968648.1	0	+	1515834	1632743	0	28	805,157,122,24,93,430,1340,171,168,147,129,121,234,171,163,139,132,166,104,129,249,171,255,120,150,183,164,2302,	0,49813,55958,59975,61598,61766,62278,64765,65580,66571,68342,68696,75276,77332,80719,82751,85384,85976,96523,96941,97765,101946,102588,104641,107413,109122,110917,117233,	LOC135074379	cmpl	cmpl	0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,2,	protein_coding	135074379	XM_063968648.1	mRNA	myosin heavy chain, non-muscle
chr9	2655329	2680291	XM_063969177.1	0	-	2655556	2662852	0	3	1973,1752,201,	0,5771,24761,	LOC135074796	cmpl	cmpl	0,0,-1,	protein_coding	135074796	XM_063969177.1	mRNA	uncharacterized LOC135074796
chr9	2687944	2692305	XM_063969278.1	0	-	2689903	2692242	0	3	2075,228,313,	0,3559,4048,	LOC135074906	cmpl	cmpl	1,1,0,	protein_coding	135074906	XM_063969278.1	mRNA	B9 domain-containing protein 1
chr9	2687944	2692305	XM_063969280.1	0	-	2689903	2692242	0	4	869,132,228,313,	0,1943,3559,4048,	LOC135074906	cmpl	cmpl	-1,1,1,0,	protein_coding	135074906	XM_063969280.1	mRNA	B9 domain-containing protein 1
chr9	2692583	2710808	XM_063969178.1	0	+	2693112	2710642	0	10	601,129,122,83,156,533,108,799,170,448,	0,3146,8077,8651,9888,11370,12092,15184,16826,17777,	LOC135074797	cmpl	cmpl	0,0,0,2,1,1,0,0,1,0,	protein_coding	135074797	XM_063969178.1	mRNA	basic proline-rich protein-like
chr9	14242657	14253088	XM_063969096.1	0	-	14243791	14252736	0	9	1228,200,92,140,67,162,259,167,392,	0,1757,2167,3058,3674,4030,8633,9777,10039,	LOC135074725	cmpl	cmpl	2,0,1,2,1,1,0,1,0,	protein_coding	135074725	XM_063969096.1	mRNA	short-chain specific acyl-CoA dehydrogenase, mitochondrial-like
chr9	14242657	14253093	XM_063969094.1	0	-	14243791	14252736	0	9	1228,200,92,152,67,162,259,167,397,	0,1757,2167,3058,3674,4030,8633,9777,10039,	LOC135074725	cmpl	cmpl	2,0,1,2,1,1,0,1,0,	protein_coding	135074725	XM_063969094.1	mRNA	short-chain specific acyl-CoA dehydrogenase, mitochondrial-like
chr9	14253439	14261105	XM_063969083.1	0	+	14253729	14259916	0	10	546,329,48,312,1223,170,152,66,166,1425,	0,676,1262,1548,1944,3411,4236,4539,5672,6241,	LOC135074718	cmpl	cmpl	0,1,0,0,0,2,1,0,0,1,	protein_coding	135074718	XM_063969083.1	mRNA	vacuolar protein sorting-associated protein 18 homolog
chr9	14253439	14261105	XM_063969084.1	0	+	14253729	14259916	0	9	546,329,312,1223,170,152,66,166,1425,	0,676,1548,1944,3411,4236,4539,5672,6241,	LOC135074718	cmpl	cmpl	0,1,0,0,2,1,0,0,1,	protein_coding	135074718	XM_063969084.1	mRNA	vacuolar protein sorting-associated protein 18 homolog
chr9	14261164	14271775	XM_063969087.1	0	-	14261471	14271633	0	3	1956,145,205,	0,3230,10406,	LOC135074721	cmpl	cmpl	1,0,0,	protein_coding	135074721	XM_063969087.1	mRNA	BAG domain-containing protein Samui
chr9	14261164	14274596	XM_063969088.1	0	-	14261471	14274477	0	3	1956,145,131,	0,3230,13301,	LOC135074721	cmpl	cmpl	1,0,0,	protein_coding	135074721	XM_063969088.1	mRNA	BAG domain-containing protein Samui
chr12	3998431	4372845	XM_063971297.1	0	-	3999747	4372817	0	12	1496,176,108,111,120,139,99,30,69,165,192,61,	0,4321,7038,8741,9574,11899,12179,12714,13077,16678,24188,374353,	LOC135076829	cmpl	cmpl	0,1,1,1,1,0,0,0,0,0,0,0,	protein_coding	135076829	XM_063971297.1	mRNA	peripheral plasma membrane protein CASK
chr12	9067797	9089242	XM_063971417.1	0	-	9067887	9089144	0	29	252,84,222,179,145,142,219,199,50,104,87,99,168,222,178,184,205,207,165,197,217,224,154,30,254,118,241,1060,102,	0,390,927,1526,2017,2545,3049,3615,4011,4465,4662,5004,5210,5662,6354,6668,7136,7686,10591,10977,11528,12615,13006,14044,16430,16769,17055,20215,21343,	LOC135076906	cmpl	cmpl	0,0,0,1,0,2,2,1,2,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,1,0,2,1,0,	protein_coding	135076906	XM_063971417.1	mRNA	uncharacterized LOC135076906
chr12	9094540	9159449	XM_063971421.1	0	+	9094769	9158101	0	7	356,134,117,141,121,360,1425,	0,40373,56213,56913,59232,60475,63484,	LOC135076909	cmpl	cmpl	0,1,0,0,0,1,1,	protein_coding	135076909	XM_063971421.1	mRNA	protein held out wings
chr12	9094540	9159449	XM_063971423.1	0	+	9094769	9158101	0	7	356,134,117,141,106,360,1425,	0,40373,56213,56913,59232,60475,63484,	LOC135076909	cmpl	cmpl	0,1,0,0,0,1,1,	protein_coding	135076909	XM_063971423.1	mRNA	protein held out wings
chr12	9094540	9159449	XM_063971424.1	0	+	9094769	9158101	0	7	356,134,117,141,121,327,1425,	0,40373,56213,56913,59232,60508,63484,	LOC135076909	cmpl	cmpl	0,1,0,0,0,1,1,	protein_coding	135076909	XM_063971424.1	mRNA	protein held out wings
chr12	9094540	9159449	XM_063971425.1	0	+	9094769	9156047	0	7	356,134,117,141,121,360,3431,	0,40373,56213,56913,59232,60475,61478,	LOC135076909	cmpl	cmpl	0,1,0,0,0,1,1,	protein_coding	135076909	XM_063971425.1	mRNA	protein held out wings
chr12	9094540	9159449	XM_063971426.1	0	+	9094769	9158101	0	7	356,134,117,141,106,327,1425,	0,40373,56213,56913,59232,60508,63484,	LOC135076909	cmpl	cmpl	0,1,0,0,0,1,1,	protein_coding	135076909	XM_063971426.1	mRNA	protein held out wings
chr12	9094540	9163575	XM_063971422.1	0	+	9094769	9158101	0	8	356,134,117,141,121,360,118,2884,	0,40373,56213,56913,59232,60475,63484,66151,	LOC135076909	cmpl	cmpl	0,1,0,0,0,1,1,-1,	protein_coding	135076909	XM_063971422.1	mRNA	protein held out wings
chr12	10346065	10529486	XM_063971449.1	0	+	10346463	10488219	0	3	858,1063,2519,	0,141852,180902,	LOC135076929	cmpl	cmpl	0,1,-1,	protein_coding	135076929	XM_063971449.1	mRNA	homeotic protein ultrabithorax
chr13	3759506	3776629	XM_063971957.1	0	-	3760257	3776455	0	8	869,102,194,140,131,216,192,230,	0,1217,1652,7997,10395,11033,15920,16893,	LOC135077424	cmpl	cmpl	2,2,0,1,2,2,2,0,	protein_coding	135077424	XM_063971957.1	mRNA	opsin-3
chr13	5956431	5966091	XM_063971972.1	0	+	5957128	5965809	0	15	43,692,142,137,141,187,179,205,146,152,56,107,110,98,345,	0,448,1440,2448,2758,3239,3824,4464,5466,5963,6222,6427,6976,8507,9315,	LOC135077434	cmpl	cmpl	-1,0,2,0,2,2,0,2,0,2,1,0,2,1,0,	protein_coding	135077434	XM_063971972.1	mRNA	multiple C2 and transmembrane domain-containing protein-like
chr13	5966960	5977094	XM_063971691.1	0	-	5967160	5976994	0	4	804,368,288,367,	0,2745,9304,9767,	LOC135077133	cmpl	cmpl	2,0,0,0,	protein_coding	135077133	XM_063971691.1	mRNA	cysteine sulfinic acid decarboxylase
chr13	5980543	5983507	XM_063971693.1	0	+	5980676	5983360	0	4	199,1173,190,305,	0,345,1782,2659,	LOC135077134	cmpl	cmpl	0,0,0,1,	protein_coding	135077134	XM_063971693.1	mRNA	serine/threonine-protein kinase RIO1
chr13	5985163	6040201	XM_063971996.1	0	-	5985622	6017160	0	10	801,257,165,384,115,187,258,121,65,337,	0,1230,2466,3711,5666,10654,11894,12682,31942,54701,	LOC135077448	cmpl	cmpl	0,1,1,1,0,2,2,1,0,-1,	protein_coding	135077448	XM_063971996.1	mRNA	ATP-binding cassette sub-family G member 4
chr13	5985163	6118277	XM_063971997.1	0	-	5985622	6017160	0	10	801,257,165,384,115,187,258,121,67,11,	0,1230,2466,3711,5666,10654,11894,12682,31942,133103,	LOC135077448	cmpl	cmpl	0,1,1,1,0,2,2,1,0,-1,	protein_coding	135077448	XM_063971997.1	mRNA	ATP-binding cassette sub-family G member 4
chr14	10937826	11023158	XM_063972749.1	0	+	10949633	11021284	0	21	200,111,159,129,168,219,141,229,1236,140,150,156,75,330,140,162,180,124,246,183,2186,	0,11744,28787,39142,60002,60986,62565,63046,63537,66743,67450,69581,71694,72683,75870,77292,78084,79391,80026,80890,83146,	LOC135078164	cmpl	cmpl	-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,2,0,0,0,	protein_coding	135078164	XM_063972749.1	mRNA	disheveled-associated activator of morphogenesis 1
chr15	13429237	13447704	XM_063973636.1	0	+	13429340	13445242	0	8	156,167,86,103,121,84,81,2556,	0,324,833,1147,9732,11642,13599,15911,	LOC135079013	cmpl	cmpl	0,2,1,0,1,2,2,2,	protein_coding	135079013	XM_063973636.1	mRNA	myeloid leukemia factor
chr15	13429237	13447704	XM_063973638.1	0	+	13429340	13445242	0	7	156,167,86,103,121,84,2556,	0,324,833,1147,9732,11642,15911,	LOC135079013	cmpl	cmpl	0,2,1,0,1,2,2,	protein_coding	135079013	XM_063973638.1	mRNA	myeloid leukemia factor
chr15	13449062	13464759	XM_063973643.1	0	-	13449402	13452336	0	6	508,157,205,241,509,119,	0,1214,1974,3159,4116,15578,	LOC135079015	cmpl	cmpl	0,2,1,0,-1,-1,	protein_coding	135079015	XM_063973643.1	mRNA	uncharacterized LOC135079015
chr15	13471330	13476860	XM_063973601.1	0	-	13471974	13476780	0	5	818,154,205,156,84,	0,1560,1838,2119,5446,	LOC135078988	cmpl	cmpl	0,2,1,1,0,	protein_coding	135078988	XM_063973601.1	mRNA	uncharacterized LOC135078988
chr15	13471330	13476879	XM_063973597.1	0	-	13471974	13476780	0	5	818,154,205,417,103,	0,1560,1838,2119,5446,	LOC135078988	cmpl	cmpl	0,2,1,1,0,	protein_coding	135078988	XM_063973597.1	mRNA	uncharacterized LOC135078988
chr15	13471330	13476882	XM_063973596.1	0	-	13471974	13473912	0	5	818,154,205,756,106,	0,1560,1838,2119,5446,	LOC135078988	cmpl	cmpl	0,2,1,0,-1,	protein_coding	135078988	XM_063973596.1	mRNA	uncharacterized LOC135078988
chr15	13471330	13476882	XM_063973598.1	0	-	13471974	13473819	0	5	818,154,205,386,106,	0,1560,1838,2119,5446,	LOC135078988	cmpl	cmpl	0,2,1,0,-1,	protein_coding	135078988	XM_063973598.1	mRNA	uncharacterized LOC135078988
chr15	13471330	13476885	XM_063973600.1	0	-	13471974	13476780	0	5	818,154,205,363,109,	0,1560,1838,2119,5446,	LOC135078988	cmpl	cmpl	0,2,1,1,0,	protein_coding	135078988	XM_063973600.1	mRNA	uncharacterized LOC135078988
chr17	5514283	5562216	XM_063974908.1	0	-	5516171	5562216	0	13	1936,115,167,189,126,80,81,103,94,178,102,241,132,	0,6229,10895,20404,24415,26330,26874,28251,36617,42400,43379,47406,47801,	LOC135080226	cmpl	cmpl	0,2,0,0,0,1,1,0,2,1,1,0,0,	protein_coding	135080226	XM_063974908.1	mRNA	diuretic hormone receptor
chr17	9002282	9046570	XM_063974698.1	0	+	9002357	9045504	0	42	162,245,249,296,203,164,1511,166,2293,1726,1645,203,133,622,521,177,416,140,227,221,218,174,201,218,163,1136,127,130,82,214,99,186,237,135,178,149,123,191,206,206,354,1252,	0,837,1164,1577,2386,2803,3045,4629,4872,7243,9124,11014,11594,11945,12646,13338,13865,15447,15916,16638,17508,18034,19751,20477,25079,25765,27267,27769,28161,28559,29199,29603,30105,30778,31478,32623,33240,33992,34871,41912,42368,43036,	LOC135080027	cmpl	cmpl	0,0,2,2,1,0,2,1,2,0,1,2,1,2,0,2,2,1,0,2,1,0,0,0,2,0,2,0,1,2,0,0,0,0,0,1,0,0,2,1,0,0,	protein_coding	135080027	XM_063974698.1	mRNA	midasin-like
chr19	9237275	9244493	XM_063976031.1	0	-	9237481	9244377	0	9	348,107,88,140,105,136,161,141,239,	0,876,1984,2379,2810,3360,3925,6361,6979,	LOC135081299	cmpl	cmpl	2,0,2,0,0,2,0,0,0,	protein_coding	135081299	XM_063976031.1	mRNA	RIB43A-like with coiled-coils protein 2
chr19	9242080	9243367	XM_063976030.1	0	+	9242160	9243164	0	2	240,757,	0,530,	LOC135081298	cmpl	cmpl	0,1,	protein_coding	135081298	XM_063976030.1	mRNA	uncharacterized LOC135081298
chr19	9245101	9339017	XM_063976060.1	0	+	9245255	9336928	0	17	341,136,178,387,122,270,317,1563,220,141,151,142,120,202,159,204,2207,	0,59313,61429,69255,70293,83311,84173,84591,86440,87817,88196,88781,89336,90006,90615,91192,91709,	LOC135081341	cmpl	cmpl	0,1,2,0,0,2,2,1,1,2,2,0,1,1,2,2,2,	protein_coding	135081341	XM_063976060.1	mRNA	uncharacterized LOC135081341
